Date,Product,Pettah_Wholesale,Dambulla_Wholesale,Pettah_Retail,Dambulla_Retail,Narahenpita_Retail
2020-06-02,Brinjal,100.0,95.0,140.0,143.0,
2020-06-02,Cabbage,50.0,58.0,100.0,78.0,
2020-06-02,Carrot,90.0,95.0,130.0,115.0,
2020-06-02,Pumpkin,28.0,23.0,55.0,48.0,
2020-06-02,Snake gourd,90.0,115.0,90.0,110.0,
2020-06-02,Tomato,80.0,68.0,120.0,88.0,
2020-06-03,Beans,200.0,175.0,240.0,195.0,
2020-06-03,Brinjal,100.0,123.0,140.0,143.0,
2020-06-03,Cabbage,50.0,65.0,100.0,85.0,
2020-06-03,Carrot,90.0,93.0,130.0,113.0,
2020-06-03,Pumpkin,28.0,23.0,55.0,43.0,
2020-06-03,Snake gourd,80.0,113.0,120.0,133.0,
2020-06-03,Tomato,80.0,63.0,120.0,83.0,
2020-06-08,Beans,150.0,155.0,190.0,175.0,
2020-06-08,Brinjal,140.0,125.0,190.0,145.0,
2020-06-08,Cabbage,80.0,85.0,140.0,105.0,
2020-06-08,Carrot,140.0,125.0,180.0,145.0,
2020-06-08,Pumpkin,28.0,33.0,55.0,53.0,
2020-06-08,Snake gourd,100.0,115.0,120.0,135.0,
2020-06-08,Tomato,140.0,95.0,170.0,115.0,
2020-06-09,Beans,120.0,135.0,160.0,155.0,
2020-06-09,Brinjal,140.0,75.0,190.0,95.0,
2020-06-09,Cabbage,80.0,95.0,140.0,115.0,
2020-06-09,Carrot,140.0,155.0,180.0,175.0,
2020-06-09,Pumpkin,28.0,45.0,55.0,65.0,
2020-06-09,Snake gourd,120.0,115.0,160.0,135.0,
2020-06-09,Tomato,120.0,105.0,160.0,125.0,
2020-06-10,Beans,100.0,143.0,130.0,163.0,
2020-06-10,Brinjal,90.0,85.0,130.0,105.0,
2020-06-10,Cabbage,80.0,88.0,140.0,108.0,
2020-06-10,Carrot,140.0,143.0,180.0,163.0,
2020-06-10,Pumpkin,30.0,28.0,60.0,48.0,
2020-06-10,Snake gourd,120.0,133.0,160.0,153.0,
2020-06-10,Tomato,125.0,125.0,150.0,145.0,
2020-06-11,Beans,100.0,115.0,130.0,135.0,
2020-06-11,Brinjal,90.0,90.0,130.0,110.0,
2020-06-11,Cabbage,80.0,75.0,140.0,95.0,
2020-06-11,Carrot,140.0,155.0,180.0,175.0,
2020-06-11,Pumpkin,30.0,28.0,60.0,48.0,
2020-06-11,Snake gourd,120.0,75.0,160.0,95.0,
2020-06-11,Tomato,120.0,115.0,150.0,135.0,
2020-06-12,Beans,120.0,125.0,160.0,145.0,
2020-06-12,Brinjal,120.0,135.0,160.0,155.0,
2020-06-12,Cabbage,80.0,75.0,140.0,95.0,
2020-06-12,Carrot,140.0,145.0,180.0,165.0,
2020-06-12,Pumpkin,30.0,28.0,60.0,48.0,
2020-06-12,Snake gourd,120.0,85.0,160.0,105.0,
2020-06-12,Tomato,120.0,125.0,150.0,145.0,
2020-06-15,Beans,120.0,135.0,160.0,155.0,
2020-06-15,Brinjal,115.0,105.0,150.0,125.0,
2020-06-15,Cabbage,80.0,78.0,140.0,98.0,
2020-06-15,Carrot,120.0,138.0,160.0,158.0,
2020-06-15,Pumpkin,30.0,33.0,55.0,53.0,
2020-06-15,Snake gourd,100.0,95.0,140.0,115.0,
2020-06-15,Tomato,150.0,138.0,200.0,158.0,
2020-06-16,Beans,120.0,145.0,160.0,165.0,
2020-06-16,Brinjal,110.0,78.0,150.0,98.0,
2020-06-16,Cabbage,80.0,85.0,140.0,105.0,
2020-06-16,Carrot,120.0,95.0,140.0,115.0,
2020-06-16,Pumpkin,30.0,28.0,55.0,48.0,
2020-06-16,Snake gourd,100.0,63.0,140.0,83.0,
2020-06-16,Tomato,150.0,145.0,200.0,165.0,
2020-06-17,Beans,130.0,105.0,170.0,125.0,
2020-06-17,Brinjal,120.0,73.0,160.0,93.0,
2020-06-17,Cabbage,80.0,78.0,140.0,98.0,
2020-06-17,Carrot,115.0,125.0,155.0,145.0,
2020-06-17,Pumpkin,30.0,35.0,55.0,55.0,
2020-06-17,Snake gourd,100.0,58.0,140.0,78.0,
2020-06-17,Tomato,155.0,145.0,210.0,165.0,
2020-06-18,Beans,60.0,105.0,90.0,125.0,
2020-06-18,Brinjal,100.0,53.0,130.0,73.0,
2020-06-18,Cabbage,60.0,68.0,100.0,88.0,
2020-06-18,Carrot,80.0,125.0,100.0,145.0,
2020-06-18,Pumpkin,30.0,33.0,55.0,53.0,
2020-06-18,Snake gourd,80.0,55.0,110.0,75.0,
2020-06-18,Tomato,140.0,155.0,170.0,175.0,
2020-06-19,Beans,70.0,95.0,90.0,115.0,
2020-06-19,Brinjal,100.0,85.0,130.0,105.0,
2020-06-19,Cabbage,70.0,68.0,100.0,88.0,
2020-06-19,Carrot,80.0,78.0,100.0,98.0,
2020-06-19,Pumpkin,35.0,28.0,55.0,48.0,
2020-06-19,Snake gourd,80.0,53.0,120.0,73.0,
2020-06-19,Tomato,155.0,165.0,170.0,185.0,
2020-06-22,Beans,80.0,75.0,110.0,95.0,
2020-06-22,Brinjal,80.0,48.0,100.0,68.0,
2020-06-22,Cabbage,60.0,63.0,100.0,83.0,
2020-06-22,Carrot,100.0,115.0,140.0,135.0,
2020-06-22,Pumpkin,30.0,23.0,50.0,43.0,
2020-06-22,Snake gourd,80.0,53.0,120.0,73.0,
2020-06-22,Tomato,145.0,155.0,200.0,175.0,
2020-06-23,Beans,80.0,68.0,120.0,88.0,
2020-06-23,Brinjal,80.0,85.0,100.0,115.0,
2020-06-23,Cabbage,60.0,68.0,100.0,88.0,
2020-06-23,Carrot,130.0,125.0,170.0,145.0,
2020-06-23,Pumpkin,30.0,28.0,50.0,48.0,
2020-06-23,Snake gourd,80.0,48.0,120.0,68.0,
2020-06-23,Tomato,155.0,155.0,200.0,175.0,
2020-06-24,Beans,90.0,83.0,130.0,103.0,
2020-06-24,Brinjal,85.0,55.0,100.0,75.0,
2020-06-24,Cabbage,60.0,83.0,100.0,103.0,
2020-06-24,Carrot,150.0,173.0,180.0,193.0,
2020-06-24,Pumpkin,30.0,43.0,55.0,63.0,
2020-06-24,Snake gourd,75.0,43.0,120.0,63.0,
2020-06-24,Tomato,150.0,163.0,200.0,183.0,
2020-06-25,Beans,90.0,75.0,130.0,95.0,
2020-06-25,Brinjal,75.0,38.0,100.0,58.0,
2020-06-25,Cabbage,60.0,65.0,100.0,85.0,
2020-06-25,Carrot,145.0,115.0,180.0,135.0,
2020-06-25,Pumpkin,30.0,33.0,55.0,53.0,
2020-06-25,Snake gourd,75.0,48.0,120.0,68.0,
2020-06-25,Tomato,145.0,135.0,190.0,155.0,
2020-06-26,Beans,110.0,88.0,150.0,108.0,
2020-06-26,Brinjal,70.0,43.0,100.0,63.0,
2020-06-26,Cabbage,60.0,73.0,100.0,93.0,
2020-06-26,Carrot,145.0,133.0,180.0,153.0,
2020-06-26,Pumpkin,30.0,38.0,55.0,58.0,
2020-06-26,Snake gourd,75.0,48.0,120.0,68.0,
2020-06-26,Tomato,145.0,143.0,200.0,163.0,
2020-06-29,Beans,90.0,105.0,130.0,125.0,
2020-06-29,Brinjal,70.0,43.0,100.0,63.0,
2020-06-29,Cabbage,60.0,63.0,100.0,83.0,
2020-06-29,Carrot,145.0,103.0,170.0,123.0,
2020-06-29,Pumpkin,30.0,28.0,55.0,48.0,
2020-06-29,Snake gourd,75.0,53.0,120.0,73.0,
2020-06-29,Tomato,150.0,165.0,200.0,185.0,
2020-06-30,Beans,90.0,95.0,130.0,115.0,
2020-06-30,Brinjal,70.0,53.0,100.0,73.0,
2020-06-30,Cabbage,60.0,63.0,100.0,83.0,
2020-06-30,Carrot,145.0,123.0,170.0,143.0,
2020-06-30,Pumpkin,30.0,43.0,50.0,63.0,
2020-06-30,Snake gourd,75.0,53.0,120.0,73.0,
2020-06-30,Tomato,150.0,133.0,200.0,153.0,
2020-07-01,Beans,100.0,115.0,140.0,125.0,
2020-07-01,Brinjal,65.0,48.0,95.0,68.0,
2020-07-01,Cabbage,60.0,68.0,100.0,88.0,
2020-07-01,Carrot,145.0,115.0,160.0,135.0,
2020-07-01,Pumpkin,30.0,23.0,55.0,43.0,
2020-07-01,Snake gourd,75.0,43.0,120.0,63.0,
2020-07-01,Tomato,145.0,115.0,200.0,135.0,
2020-07-02,Beans,110.0,78.0,150.0,98.0,
2020-07-02,Brinjal,60.0,48.0,95.0,68.0,
2020-07-02,Cabbage,60.0,65.0,100.0,85.0,
2020-07-02,Carrot,140.0,125.0,160.0,145.0,
2020-07-02,Pumpkin,30.0,23.0,55.0,43.0,
2020-07-02,Snake gourd,75.0,45.0,120.0,65.0,
2020-07-02,Tomato,145.0,105.0,200.0,125.0,
2020-07-03,Beans,120.0,73.0,160.0,93.0,
2020-07-03,Brinjal,60.0,38.0,95.0,58.0,
2020-07-03,Cabbage,75.0,68.0,120.0,88.0,
2020-07-03,Carrot,140.0,115.0,160.0,135.0,
2020-07-03,Pumpkin,30.0,33.0,55.0,53.0,
2020-07-03,Snake gourd,75.0,43.0,120.0,63.0,
2020-07-03,Tomato,100.0,88.0,135.0,108.0,
2020-07-06,Beans,90.0,85.0,130.0,105.0,
2020-07-06,Brinjal,55.0,48.0,95.0,68.0,
2020-07-06,Cabbage,60.0,68.0,100.0,88.0,
2020-07-06,Carrot,100.0,95.0,140.0,115.0,
2020-07-06,Pumpkin,30.0,35.0,55.0,55.0,
2020-07-06,Snake gourd,75.0,55.0,120.0,75.0,
2020-07-06,Tomato,145.0,78.0,190.0,98.0,
2020-07-07,Beans,80.0,85.0,110.0,105.0,
2020-07-07,Brinjal,55.0,43.0,95.0,63.0,
2020-07-07,Cabbage,55.0,63.0,95.0,83.0,
2020-07-07,Carrot,100.0,115.0,130.0,135.0,
2020-07-07,Pumpkin,30.0,33.0,55.0,53.0,
2020-07-07,Snake gourd,75.0,45.0,120.0,65.0,
2020-07-07,Tomato,145.0,63.0,175.0,83.0,
2020-07-08,Beans,80.0,78.0,110.0,98.0,
2020-07-08,Brinjal,55.0,38.0,95.0,58.0,
2020-07-08,Cabbage,55.0,63.0,95.0,83.0,
2020-07-08,Carrot,100.0,83.0,120.0,103.0,
2020-07-08,Pumpkin,30.0,35.0,55.0,55.0,
2020-07-08,Snake gourd,75.0,48.0,120.0,68.0,
2020-07-08,Tomato,140.0,75.0,175.0,95.0,
2020-07-09,Beans,85.0,115.0,120.0,135.0,
2020-07-09,Brinjal,55.0,45.0,95.0,65.0,
2020-07-09,Cabbage,55.0,78.0,95.0,98.0,
2020-07-09,Carrot,100.0,105.0,130.0,125.0,
2020-07-09,Pumpkin,30.0,33.0,55.0,53.0,
2020-07-09,Snake gourd,75.0,53.0,110.0,73.0,
2020-07-09,Tomato,140.0,65.0,175.0,85.0,
2020-07-10,Beans,100.0,105.0,140.0,125.0,
2020-07-10,Brinjal,50.0,63.0,80.0,83.0,
2020-07-10,Cabbage,65.0,73.0,110.0,93.0,
2020-07-10,Carrot,100.0,125.0,140.0,145.0,
2020-07-10,Pumpkin,30.0,35.0,55.0,55.0,
2020-07-10,Snake gourd,75.0,48.0,120.0,68.0,
2020-07-10,Tomato,95.0,78.0,120.0,98.0,
2020-07-13,Beans,150.0,95.0,200.0,115.0,
2020-07-13,Brinjal,50.0,58.0,80.0,78.0,
2020-07-13,Cabbage,65.0,68.0,110.0,88.0,
2020-07-13,Carrot,100.0,115.0,140.0,135.0,
2020-07-13,Pumpkin,40.0,48.0,75.0,68.0,
2020-07-13,Snake gourd,75.0,48.0,120.0,68.0,
2020-07-13,Tomato,95.0,83.0,120.0,103.0,
2020-07-14,Beans,150.0,105.0,200.0,125.0,
2020-07-14,Brinjal,50.0,75.0,80.0,95.0,
2020-07-14,Cabbage,65.0,55.0,110.0,75.0,
2020-07-14,Carrot,80.0,105.0,130.0,125.0,
2020-07-14,Pumpkin,40.0,43.0,75.0,63.0,
2020-07-14,Snake gourd,75.0,43.0,120.0,63.0,
2020-07-14,Tomato,95.0,75.0,120.0,95.0,
2020-07-15,Beans,150.0,120.0,200.0,135.0,
2020-07-15,Brinjal,50.0,73.0,80.0,93.0,
2020-07-15,Cabbage,65.0,53.0,110.0,73.0,
2020-07-15,Carrot,80.0,105.0,120.0,125.0,
2020-07-15,Pumpkin,40.0,48.0,75.0,68.0,
2020-07-15,Snake gourd,75.0,43.0,120.0,63.0,
2020-07-15,Tomato,95.0,53.0,120.0,73.0,
2020-07-16,Beans,150.0,125.0,200.0,145.0,
2020-07-16,Brinjal,50.0,75.0,80.0,95.0,
2020-07-16,Cabbage,65.0,55.0,110.0,75.0,
2020-07-16,Carrot,80.0,125.0,120.0,145.0,
2020-07-16,Pumpkin,40.0,35.0,75.0,55.0,
2020-07-16,Snake gourd,70.0,38.0,110.0,58.0,
2020-07-16,Tomato,65.0,45.0,100.0,65.0,
2020-07-17,Beans,150.0,125.0,200.0,145.0,
2020-07-17,Brinjal,50.0,78.0,80.0,98.0,
2020-07-17,Cabbage,65.0,70.0,110.0,90.0,
2020-07-17,Carrot,80.0,105.0,120.0,125.0,
2020-07-17,Pumpkin,40.0,28.0,75.0,48.0,
2020-07-17,Snake gourd,70.0,43.0,110.0,63.0,
2020-07-17,Tomato,65.0,53.0,100.0,73.0,
2020-07-20,Beans,145.0,95.0,190.0,115.0,
2020-07-20,Brinjal,50.0,75.0,80.0,95.0,
2020-07-20,Cabbage,70.0,63.0,120.0,83.0,
2020-07-20,Carrot,75.0,93.0,120.0,113.0,
2020-07-20,Pumpkin,40.0,45.0,75.0,65.0,
2020-07-20,Snake gourd,70.0,38.0,110.0,58.0,
2020-07-20,Tomato,65.0,28.0,100.0,48.0,
2020-07-21,Beans,145.0,125.0,200.0,145.0,
2020-07-21,Brinjal,50.0,75.0,80.0,95.0,
2020-07-21,Cabbage,65.0,68.0,120.0,88.0,
2020-07-21,Carrot,80.0,83.0,120.0,103.0,
2020-07-21,Pumpkin,40.0,33.0,75.0,53.0,
2020-07-21,Snake gourd,70.0,33.0,120.0,53.0,
2020-07-21,Tomato,65.0,23.0,100.0,43.0,
2020-07-22,Beans,145.0,125.0,190.0,145.0,
2020-07-22,Brinjal,50.0,75.0,80.0,95.0,
2020-07-22,Cabbage,65.0,68.0,110.0,88.0,
2020-07-22,Carrot,80.0,95.0,120.0,115.0,
2020-07-22,Pumpkin,40.0,38.0,75.0,58.0,
2020-07-22,Snake gourd,70.0,53.0,115.0,73.0,
2020-07-22,Tomato,70.0,33.0,100.0,53.0,
2020-07-23,Beans,145.0,125.0,180.0,145.0,
2020-07-23,Brinjal,50.0,58.0,80.0,78.0,
2020-07-23,Cabbage,80.0,65.0,140.0,85.0,
2020-07-23,Carrot,85.0,83.0,130.0,103.0,
2020-07-23,Pumpkin,40.0,33.0,75.0,53.0,
2020-07-23,Snake gourd,70.0,44.0,110.0,64.0,
2020-07-23,Tomato,60.0,28.0,95.0,48.0,
2020-07-24,Beans,145.0,130.0,180.0,155.0,
2020-07-24,Brinjal,50.0,83.0,80.0,103.0,
2020-07-24,Cabbage,80.0,73.0,130.0,93.0,
2020-07-24,Carrot,85.0,93.0,120.0,113.0,
2020-07-24,Pumpkin,40.0,40.0,75.0,60.0,
2020-07-24,Snake gourd,70.0,43.0,110.0,63.0,
2020-07-24,Tomato,60.0,25.0,90.0,45.0,
2020-07-27,Beans,75.0,195.0,110.0,215.0,
2020-07-27,Brinjal,50.0,93.0,80.0,113.0,
2020-07-27,Cabbage,75.0,65.0,130.0,85.0,
2020-07-27,Carrot,80.0,95.0,120.0,115.0,
2020-07-27,Pumpkin,40.0,45.0,75.0,65.0,
2020-07-27,Snake gourd,70.0,45.0,120.0,65.0,
2020-07-27,Tomato,60.0,28.0,80.0,48.0,
2020-07-28,Beans,195.0,215.0,,,
2020-07-28,Big Onion,58.01,68.01,,,
2020-07-28,Brinjal,93.01,113.0,,,
2020-07-28,Cabbage,65.01,85.01,,,
2020-07-28,Carrot,95.0,115.0,,,
2020-07-28,Coconut,63.01,70.01,,,
2020-07-28,Dried Chilli,408.0,418.0,,,
2020-07-28,Green Chilli,243.0,266.0,,,
2020-07-28,Lime,118.0,128.0,,,
2020-07-28,Potato,163.0,173.0,,,
2020-07-28,Pumpkin,45.0,65.01,,,
2020-07-28,Red Onion,128.0,138.0,,,
2020-07-28,Snake gourd,45.0,65.01,,,
2020-07-28,Tomato,28.0,48.0,,,
2020-07-29,Beans,205.0,225.0,,,
2020-07-29,Big Onion,63.01,73.01,,,
2020-07-29,Brinjal,95.01,115.0,,,
2020-07-29,Cabbage,73.01,93.01,,,
2020-07-29,Carrot,105.0,125.0,,,
2020-07-29,Coconut,63.01,70.01,,,
2020-07-29,Dried Chilli,400.0,410.0,,,
2020-07-29,Green Chilli,205.0,225.0,,,
2020-07-29,Lime,105.0,125.0,,,
2020-07-29,Potato,168.0,178.0,,,
2020-07-29,Pumpkin,43.0,63.01,,,
2020-07-29,Red Onion,115.0,125.0,,,
2020-07-29,Snake gourd,43.0,68.01,,,
2020-07-29,Tomato,28.0,48.01,,,
2020-07-30,Beans,195.0,215.0,,,
2020-07-30,Big Onion,73.01,83.01,,,
2020-07-30,Brinjal,95.0,115.0,,,
2020-07-30,Cabbage,73.01,93.01,,,
2020-07-30,Carrot,105.01,125.0,,,
2020-07-30,Coconut,60.01,70.01,,,
2020-07-30,Dried Chilli,400.0,410.0,,,
2020-07-30,Green Chilli,275.0,295.0,,,
2020-07-30,Lime,115.0,135.0,,,
2020-07-30,Potato,173.0,183.0,,,
2020-07-30,Pumpkin,38.01,58.01,,,
2020-07-30,Red Onion,115.0,125.0,,,
2020-07-30,Snake gourd,38.01,58.01,,,
2020-07-30,Tomato,31.0,51.01,,,
2020-07-31,Beans,175.0,195.0,,,
2020-07-31,Big Onion,73.01,83.01,,,
2020-07-31,Brinjal,108.0,128.0,,,
2020-07-31,Cabbage,73.01,93.01,,,
2020-07-31,Carrot,95.01,115.0,,,
2020-07-31,Coconut,65.01,65.01,,,
2020-07-31,Dried Chilli,400.0,410.0,,,
2020-07-31,Green Chilli,225.0,245.0,,,
2020-07-31,Lime,125.01,145.0,,,
2020-07-31,Potato,178.0,187.0,,,
2020-07-31,Pumpkin,63.01,83.01,,,
2020-07-31,Red Onion,135.0,145.0,,,
2020-07-31,Snake gourd,53.01,73.01,,,
2020-07-31,Tomato,33.0,53.01,,,
2020-08-04,Beans,225.0,245.0,,,
2020-08-04,Big Onion,78.01,88.01,,,
2020-08-04,Brinjal,118.01,138.0,,,
2020-08-04,Cabbage,63.01,83.01,,,
2020-08-04,Carrot,85.0,105.0,,,
2020-08-04,Coconut,63.01,65.01,,,
2020-08-04,Dried Chilli,395.0,405.0,,,
2020-08-04,Green Chilli,225.0,245.0,,,
2020-08-04,Lime,95.01,115.0,,,
2020-08-04,Potato,173.0,183.0,,,
2020-08-04,Pumpkin,55.01,75.01,,,
2020-08-04,Red Onion,115.0,125.0,,,
2020-08-04,Snake gourd,55.01,75.01,,,
2020-08-04,Tomato,38.0,58.01,,,
2020-08-05,Beans,215.0,235.0,,,
2020-08-05,Big Onion,88.0,98.0,,,
2020-08-05,Brinjal,85.0,105.0,,,
2020-08-05,Cabbage,68.0,88.0,,,
2020-08-05,Carrot,105.0,125.0,,,
2020-08-05,Coconut,63.01,70.0,,,
2020-08-05,Dried Chilli,428.0,438.0,,,
2020-08-05,Green Chilli,235.0,255.0,,,
2020-08-05,Lime,95.0,115.0,,,
2020-08-05,Pumpkin,78.0,98.0,,,
2020-08-05,Red Onion,105.0,115.0,,,
2020-08-05,Snake gourd,53.0,73.0,,,
2020-08-05,Tomato,33.0,53.0,,,
2020-08-07,Beans,195.0,215.0,,,
2020-08-07,Big Onion,88.0,98.0,,,
2020-08-07,Brinjal,95.0,115.0,,,
2020-08-07,Cabbage,75.0,95.0,,,
2020-08-07,Carrot,145.0,165.0,,,
2020-08-07,Green Chilli,245.0,265.0,,,
2020-08-07,Lime,55.0,75.0,,,
2020-08-07,Pumpkin,65.0,85.0,,,
2020-08-07,Red Onion,120.0,130.0,,,
2020-08-07,Snake gourd,58.0,78.0,,,
2020-08-07,Tomato,33.01,53.0,,,
2020-08-10,Beans,195.0,215.0,,,
2020-08-10,Big Onion,88.01,98.01,,,
2020-08-10,Brinjal,95.01,115.0,,,
2020-08-10,Cabbage,75.01,95.01,,,
2020-08-10,Carrot,145.01,165.0,,,
2020-08-10,Coconut,63.01,70.0,,,
2020-08-10,Dried Chilli,395.0,405.0,,,
2020-08-10,Green Chilli,245.0,265.0,,,
2020-08-10,Lime,55.01,75.01,,,
2020-08-10,Potato,218.0,195.0,,,
2020-08-10,Pumpkin,65.01,85.0,,,
2020-08-10,Red Onion,120.0,130.0,,,
2020-08-10,Snake gourd,58.0,78.01,,,
2020-08-10,Tomato,33.0,53.0,,,
2020-08-11,Beans,130.0,150.0,,,
2020-08-11,Big Onion,88.01,98.01,,,
2020-08-11,Brinjal,83.01,103.01,,,
2020-08-11,Cabbage,55.01,75.01,,,
2020-08-11,Carrot,83.01,103.01,,,
2020-08-11,Coconut,63.01,70.01,,,
2020-08-11,Dried Chilli,395.0,405.0,,,
2020-08-11,Green Chilli,175.0,195.0,,,
2020-08-11,Lime,68.01,88.0,,,
2020-08-11,Potato,185.0,195.0,,,
2020-08-11,Pumpkin,95.01,115.0,,,
2020-08-11,Red Onion,105.0,125.0,,,
2020-08-11,Snake gourd,48.01,68.01,,,
2020-08-11,Tomato,28.0,48.01,,,
2020-08-12,Beans,225.0,245.0,,,
2020-08-12,Big Onion,88.01,98.0,,,
2020-08-12,Brinjal,65.01,85.0,,,
2020-08-12,Cabbage,68.01,88.01,,,
2020-08-12,Carrot,68.0,88.0,,,
2020-08-12,Coconut,63.01,73.01,,,
2020-08-12,Dried Chilli,325.0,335.0,,,
2020-08-12,Green Chilli,225.01,245.0,,,
2020-08-12,Lime,85.01,105.01,,,
2020-08-12,Pumpkin,95.01,115.01,,,
2020-08-12,Red Onion,138.01,148.0,,,
2020-08-12,Snake gourd,65.01,85.01,,,
2020-08-12,Tomato,38.0,58.01,,,
2020-08-13,Beans,215.0,235.0,,,
2020-08-13,Big Onion,97.01,107.01,,,
2020-08-13,Brinjal,85.0,105.0,,,
2020-08-13,Cabbage,78.01,98.01,,,
2020-08-13,Carrot,115.01,135.01,,,
2020-08-13,Coconut,63.01,73.01,,,
2020-08-13,Dried Chilli,408.0,418.0,,,
2020-08-13,Green Chilli,85.0,105.0,,,
2020-08-13,Lime,68.0,88.01,,,
2020-08-13,Potato,158.0,168.0,,,
2020-08-13,Pumpkin,78.01,98.0,,,
2020-08-13,Red Onion,98.0,108.0,,,
2020-08-13,Snake gourd,78.01,98.01,,,
2020-08-13,Tomato,48.0,68.01,,,
2020-08-14,Beans,235.0,255.0,,,
2020-08-14,Big Onion,88.01,98.01,,,
2020-08-14,Brinjal,105.01,125.0,,,
2020-08-14,Cabbage,65.01,85.01,,,
2020-08-14,Carrot,78.01,98.0,,,
2020-08-14,Coconut,63.01,73.01,,,
2020-08-14,Dried Chilli,398.0,408.0,,,
2020-08-14,Green Chilli,178.0,198.0,,,
2020-08-14,Lime,35.01,55.0,,,
2020-08-14,Potato,158.0,168.0,,,
2020-08-14,Pumpkin,95.01,115.0,,,
2020-08-14,Red Onion,100.0,110.0,,,
2020-08-14,Snake gourd,75.01,95.0,,,
2020-08-14,Tomato,43.0,63.01,,,
2020-08-17,Beans,175.0,195.0,,,
2020-08-17,Big Onion,88.01,98.01,,,
2020-08-17,Brinjal,95.0,115.0,,,
2020-08-17,Cabbage,60.01,80.01,,,
2020-08-17,Carrot,83.0,103.0,,,
2020-08-17,Coconut,63.01,73.01,,,
2020-08-17,Dried Chilli,398.0,408.0,,,
2020-08-17,Green Chilli,195.0,215.0,,,
2020-08-17,Lime,95.01,115.01,,,
2020-08-17,Potato,143.0,153.0,,,
2020-08-17,Pumpkin,88.0,108.0,,,
2020-08-17,Red Onion,128.0,138.0,,,
2020-08-17,Snake gourd,85.01,105.0,,,
2020-08-17,Tomato,38.0,58.01,,,
2020-08-18,Beans,235.0,255.0,,,
2020-08-18,Big Onion,83.01,93.01,,,
2020-08-18,Brinjal,105.01,125.01,,,
2020-08-18,Cabbage,73.01,93.01,,,
2020-08-18,Carrot,105.01,125.01,,,
2020-08-18,Coconut,63.01,73.01,,,
2020-08-18,Dried Chilli,398.0,408.0,,,
2020-08-18,Green Chilli,155.0,175.0,,,
2020-08-18,Lime,55.01,78.01,,,
2020-08-18,Potato,128.0,138.0,,,
2020-08-18,Pumpkin,105.01,125.0,,,
2020-08-18,Red Onion,105.0,115.0,,,
2020-08-18,Snake gourd,83.01,103.0,,,
2020-08-18,Tomato,43.0,63.01,,,
2020-08-19,Beans,205.0,225.0,,,
2020-08-19,Big Onion,88.01,98.0,,,
2020-08-19,Brinjal,78.0,98.0,,,
2020-08-19,Cabbage,75.0,95.0,,,
2020-08-19,Carrot,78.0,98.0,,,
2020-08-19,Coconut,63.01,73.01,,,
2020-08-19,Dried Chilli,418.0,428.0,,,
2020-08-19,Green Chilli,115.0,135.0,,,
2020-08-19,Lime,55.01,75.01,,,
2020-08-19,Potato,138.0,148.0,,,
2020-08-19,Pumpkin,95.01,115.0,,,
2020-08-19,Red Onion,135.0,145.0,,,
2020-08-19,Snake gourd,95.01,115.0,,,
2020-08-19,Tomato,48.0,68.01,,,
2020-08-20,Beans,215.0,235.0,,,
2020-08-20,Big Onion,98.01,108.0,,,
2020-08-20,Brinjal,105.0,125.0,,,
2020-08-20,Cabbage,115.01,135.01,,,
2020-08-20,Carrot,105.01,125.01,,,
2020-08-20,Coconut,63.01,73.01,,,
2020-08-20,Dried Chilli,418.0,428.0,,,
2020-08-20,Green Chilli,125.0,145.0,,,
2020-08-20,Lime,55.0,75.01,,,
2020-08-20,Potato,138.0,148.0,,,
2020-08-20,Pumpkin,95.0,115.0,,,
2020-08-20,Red Onion,105.0,115.0,,,
2020-08-20,Snake gourd,95.01,115.0,,,
2020-08-20,Tomato,48.0,68.01,,,
2020-08-21,Beans,178.0,198.0,,,
2020-08-21,Big Onion,93.0,103.0,,,
2020-08-21,Brinjal,105.0,125.0,,,
2020-08-21,Cabbage,78.01,98.0,,,
2020-08-21,Carrot,78.01,98.0,,,
2020-08-21,Coconut,63.01,73.01,,,
2020-08-21,Dried Chilli,388.0,398.0,,,
2020-08-21,Green Chilli,115.0,135.0,,,
2020-08-21,Lime,45.0,65.01,,,
2020-08-21,Potato,135.0,145.0,,,
2020-08-21,Pumpkin,115.01,135.0,,,
2020-08-21,Red Onion,133.0,143.0,,,
2020-08-21,Snake gourd,88.01,108.0,,,
2020-08-21,Tomato,33.0,53.01,,,
2020-08-24,Beans,205.0,225.0,,,
2020-08-24,Big Onion,93.0,103.0,,,
2020-08-24,Brinjal,115.0,135.0,,,
2020-08-24,Cabbage,88.01,108.0,,,
2020-08-24,Carrot,88.01,108.0,,,
2020-08-24,Coconut,63.01,73.01,,,
2020-08-24,Dried Chilli,385.0,395.0,,,
2020-08-24,Green Chilli,155.0,175.0,,,
2020-08-24,Lime,48.01,68.01,,,
2020-08-24,Potato,135.0,145.0,,,
2020-08-24,Pumpkin,95.01,115.0,,,
2020-08-24,Red Onion,125.0,135.0,,,
2020-08-24,Snake gourd,95.0,115.0,,,
2020-08-24,Tomato,48.01,68.01,,,
2020-08-25,Beans,185.0,205.0,,,
2020-08-25,Big Onion,103.01,113.0,,,
2020-08-25,Brinjal,105.0,125.0,,,
2020-08-25,Cabbage,95.01,115.0,,,
2020-08-25,Carrot,98.0,118.0,,,
2020-08-25,Coconut,63.01,73.01,,,
2020-08-25,Dried Chilli,398.0,408.0,,,
2020-08-25,Green Chilli,120.0,140.0,,,
